date,temperature_mean_c,temperature_min_c,temperature_max_c,relative_humidity_mean_pct,total_precipitation_mm,wind_speed_mean_ms,surface_pressure_mean_hpa,sin_day,cos_day
2004-01-01,22.7924,19.0832,28.7746,83.9309,6.176,2.0095,913.4012,0.017202,0.999852
2004-01-02,20.7591,18.7209,23.9574,87.4774,7.627,2.4609,913.8526,0.034398,0.999408
2004-01-03,19.3444,16.9599,21.9607,82.641,8.6231,3.4556,914.7591,0.051584,0.998669
2004-01-04,19.6442,17.6534,21.879,80.5267,0.1888,3.4866,915.3693,0.068755,0.997634
2004-01-05,21.8597,18.4318,27.259,76.2502,1.8296,2.4252,915.2435,0.085906,0.996303
2004-01-06,22.9878,19.3123,27.8016,76.5829,0.7806,2.4081,915.4584,0.103031,0.994678
2004-01-07,21.556,18.6171,25.1695,80.9646,3.6154,1.9532,915.6316,0.120126,0.992759
2004-01-08,20.6694,19.3738,23.1016,86.7205,16.5939,2.7236,913.8585,0.137185,0.990545
2004-01-09,19.7481,18.45,23.2465,93.9116,28.1024,2.2389,912.1249,0.154204,0.988039
2004-01-10,21.7698,18.571,27.7682,84.9715,3.2172,2.1763,910.6572,0.171177,0.98524
2004-01-11,23.2239,18.4118,29.6891,76.5266,0.6943,1.6958,910.865,0.188099,0.98215
2004-01-12,23.9965,20.9293,29.3237,78.6649,14.1172,2.1034,910.8526,0.204966,0.978769
2004-01-13,23.1809,19.7067,29.5391,82.5236,9.3975,1.4749,910.5803,0.221772,0.975099
2004-01-14,23.2571,20.1652,28.2408,84.5361,37.6873,2.1221,909.7642,0.238513,0.971139
2004-01-15,23.8315,20.576,28.8021,81.1661,1.5249,1.7799,908.3352,0.255182,0.966893
2004-01-16,23.6431,19.8018,29.4394,78.8866,4.2887,1.7095,909.8326,0.271777,0.96236
2004-01-17,22.9821,17.4015,28.6587,69.8701,0.1001,2.5288,912.6387,0.288291,0.957543
2004-01-18,21.4809,15.0461,26.4842,65.9679,0.0,2.1883,913.6363,0.304719,0.952442
2004-01-19,22.2899,16.3151,28.3512,62.3568,0.0,2.6381,913.6038,0.321058,0.94706
2004-01-20,22.4849,16.4684,28.5681,61.8692,0.0,3.1736,913.6462,0.337301,0.941397
2004-01-21,22.5798,16.272,28.4337,62.8415,0.0,2.4897,913.1911,0.353445,0.935455
2004-01-22,22.8963,19.5612,26.0074,76.4334,10.8156,2.4569,911.9224,0.369484,0.929237
2004-01-23,21.6437,20.4179,24.6176,86.7069,22.4948,2.9313,912.6461,0.385413,0.922744
2004-01-24,21.6791,19.069,25.3142,79.9054,2.4376,3.2361,914.2256,0.401229,0.915978
2004-01-25,22.4523,19.4022,27.2092,78.9717,2.3789,3.6853,913.3184,0.416926,0.90894
2004-01-26,21.8829,19.5579,25.0863,79.9142,7.4563,3.2225,913.2149,0.432499,0.901634
2004-01-27,21.9795,19.5029,25.379,76.5042,7.0543,3.055,913.912,0.447945,0.894061
2004-01-28,23.8258,18.4632,29.5463,65.9902,0.0172,3.0163,915.6686,0.463258,0.886224
2004-01-29,23.8667,18.8304,29.6558,68.7061,0.3386,2.5895,916.3532,0.478434,0.878124
2004-01-30,23.5538,18.76,29.4182,71.4196,0.4487,2.1491,916.117,0.493468,0.869764
2004-01-31,23.5486,18.723,29.2036,71.4039,0.7205,1.8229,916.2884,0.508356,0.861147
2004-02-01,22.8779,19.1163,28.267,78.7404,10.4885,1.2115,917.0724,0.523094,0.852275
2004-02-02,22.7174,18.9541,28.7824,79.3051,4.6706,1.4654,915.2808,0.537677,0.843151
2004-02-03,23.039,18.8625,28.8351,76.906,2.3904,1.6021,914.5926,0.552101,0.833777
2004-02-04,23.6763,19.6315,29.7202,75.5822,4.127,1.735,915.2363,0.566362,0.824157
2004-02-05,24.2244,19.5353,30.0624,77.0842,2.964,1.5863,914.2916,0.580455,0.814292
2004-02-06,22.4891,19.8051,25.8555,86.8147,15.377,1.754,912.1048,0.594376,0.804187
2004-02-07,20.3901,18.6983,22.1142,87.1462,5.7378,2.2639,912.2799,0.608121,0.793844
2004-02-08,19.8016,16.9803,22.6256,75.9435,0.8488,3.1512,915.2955,0.621687,0.783266
2004-02-09,20.1641,17.9881,23.6484,69.0779,0.1974,3.4755,916.8805,0.635068,0.772456
2004-02-10,20.0657,17.9966,22.747,75.5087,4.1752,3.4343,915.8448,0.648262,0.761418
2004-02-11,20.399,18.3794,23.4419,80.9696,1.2436,2.9208,916.4203,0.661263,0.750154
2004-02-12,20.6562,17.7538,25.4377,81.1413,21.821,2.1333,918.0448,0.674069,0.738668
2004-02-13,21.7618,17.6691,28.44,78.5968,1.152,1.8137,917.783,0.686676,0.726964
2004-02-14,20.6533,16.4369,25.8012,84.9459,8.441,2.3132,915.2748,0.699079,0.715044
2004-02-15,20.6284,18.6584,24.0081,93.0831,37.5361,3.3999,911.9748,0.711276,0.702913
2004-02-16,22.3984,19.1459,28.36,84.0199,2.2979,2.3666,912.5988,0.723262,0.690574
2004-02-17,23.1964,18.9151,29.1488,75.3264,1.4439,1.5119,915.0001,0.735034,0.678031
2004-02-18,23.5926,18.6241,30.131,74.3309,0.9489,1.9925,915.5412,0.746588,0.665287
2004-02-19,23.5909,19.2758,28.0572,78.2522,2.8143,1.8817,913.971,0.757922,0.652346
2004-02-20,21.7076,19.4283,24.7859,86.4775,16.3317,2.2588,913.9684,0.769031,0.639212
2004-02-21,20.9594,19.0689,23.9704,90.2271,12.5821,2.1296,915.4429,0.779913,0.625889
2004-02-22,20.8533,19.4728,23.0218,91.3612,8.5783,2.1627,916.2898,0.790563,0.61238
2004-02-23,21.0755,19.2195,24.9597,92.0111,15.9502,1.5445,914.9193,0.80098,0.598691
2004-02-24,21.0529,19.0745,25.7067,92.1874,49.4785,1.8748,914.2054,0.81116,0.584824
2004-02-25,21.2555,19.0492,24.7005,89.2882,24.6873,1.248,915.1107,0.8211,0.570784
2004-02-26,21.2661,18.765,25.8033,87.5048,18.9352,1.7667,916.4104,0.830797,0.556576
2004-02-27,21.6626,18.0828,29.0382,81.0975,1.5035,1.6741,914.458,0.840248,0.542202
2004-02-28,20.4537,16.6801,26.3786,80.0983,21.1539,2.1034,910.7623,0.84945,0.527668
2004-02-29,21.2914,15.7345,28.5666,77.0164,0.6204,1.7751,911.5145,0.858402,0.512978
2004-03-01,22.5921,16.697,29.3148,72.451,0.1521,1.8681,913.6931,0.867099,0.498137
2004-03-02,22.6784,17.6783,29.0703,76.5605,0.9775,2.0505,914.3324,0.875539,0.483147
2004-03-03,23.6861,18.8848,29.5059,77.4057,1.6251,2.0669,913.432,0.88372,0.468015
2004-03-04,22.2078,19.4725,26.7956,82.8984,14.9536,2.073,915.4471,0.89164,0.452745
2004-03-05,20.1479,18.951,21.7605,89.4498,19.0454,2.8117,918.5799,0.899296,0.43734
2004-03-06,20.9358,19.002,24.1269,83.6938,6.0639,2.5716,918.2225,0.906686,0.421806
2004-03-07,20.9438,18.9536,24.0511,82.5417,4.6597,2.6762,918.5325,0.913808,0.406147
2004-03-08,22.6909,17.7923,29.1577,69.9233,0.1593,2.0705,918.4558,0.920659,0.390368
2004-03-09,22.9683,18.8278,28.039,73.8844,1.0457,2.1602,918.9948,0.927238,0.374474
2004-03-10,23.4204,18.603,28.5372,73.4598,1.1024,1.4542,918.7945,0.933542,0.358468
2004-03-11,23.1155,18.4873,29.1792,78.1337,0.8125,1.4956,916.0956,0.93957,0.342357
2004-03-12,22.4445,18.1101,27.0876,70.9652,0.2475,2.2432,914.9708,0.94532,0.326144
2004-03-13,22.3532,19.7168,26.1665,73.7466,0.9384,3.0656,916.013,0.95079,0.309835
2004-03-14,21.2259,17.8799,24.8669,75.1136,1.1435,2.8445,916.3469,0.955979,0.293434
2004-03-15,21.134,19.4398,25.0307,89.153,10.4871,2.1854,913.0495,0.960885,0.276946
2004-03-16,22.4951,18.3491,28.2454,78.1867,1.0166,1.3287,911.8747,0.965507,0.260376
2004-03-17,22.4217,18.1586,28.3356,73.2069,0.6719,1.7471,911.5022,0.969843,0.24373
2004-03-18,22.1305,16.9592,28.4089,76.1874,2.346,2.0682,912.0982,0.973892,0.227011
2004-03-19,20.512,17.8548,23.56,85.8189,4.2791,2.3742,913.1245,0.977653,0.210225
2004-03-20,20.359,16.7635,24.7766,85.2131,7.7929,1.7325,911.5833,0.981125,0.193376
2004-03-21,19.7819,16.1549,25.794,80.2732,0.7496,1.3283,912.2163,0.984306,0.176471
2004-03-22,20.0156,14.3066,26.5085,70.255,0.2003,1.9716,914.8361,0.987196,0.159513
2004-03-23,19.8128,13.3307,26.3237,68.1234,0.0029,1.8016,916.1887,0.989794,0.142508
2004-03-24,19.413,14.5429,23.939,70.8555,0.0725,1.6196,916.0161,0.992099,0.125461
2004-03-25,20.0829,14.4106,26.4238,71.9561,0.0496,1.6685,915.6307,0.99411,0.108377
2004-03-26,20.4004,16.5689,24.8452,75.5577,2.9807,2.5357,915.0376,0.995827,0.091261
2004-03-27,19.7636,16.7201,25.8614,80.8842,1.626,1.9985,914.6298,0.99725,0.074117
2004-03-28,20.5129,16.7854,26.8947,78.2092,4.2858,1.6954,914.8836,0.998377,0.056952
2004-03-29,20.92,15.418,26.1425,78.1875,1.0009,1.7379,916.0201,0.999209,0.03977
2004-03-30,21.0637,15.7997,27.8296,76.1289,1.4853,1.7334,916.9853,0.999745,0.022576
2004-03-31,20.7226,16.346,27.2371,76.3126,0.1187,1.7296,916.624,0.999986,0.005376
2004-04-01,21.3737,15.633,27.5739,73.708,0.4158,1.702,916.1831,0.99993,-0.011826
2004-04-02,22.0146,17.2895,27.6582,78.7116,1.1115,2.0229,915.7089,0.999579,-0.029025
2004-04-03,22.488,17.2989,28.4139,79.0904,0.8922,1.9433,915.6202,0.998932,-0.046215
2004-04-04,21.4284,18.4592,25.5976,83.7926,3.6459,1.8679,916.8376,0.997989,-0.063391
2004-04-05,21.1984,18.612,25.8327,87.5995,24.6954,1.5721,916.775,0.996751,-0.080549
2004-04-06,21.0309,18.5525,24.7502,86.8614,7.2179,1.4804,914.9801,0.995218,-0.097683
2004-04-07,21.5224,17.1896,27.5259,80.8629,6.2914,1.6882,913.7877,0.99339,-0.114788
2004-04-08,22.3327,17.9936,27.8249,80.5471,1.7462,1.2351,914.7168,0.991269,-0.131859
2004-04-09,22.4318,18.5016,27.5261,81.6709,3.9668,1.5968,915.9785,0.988854,-0.14889
2004-04-10,21.9086,17.7257,27.3124,80.8462,1.4982,1.3069,914.0438,0.986146,-0.165878
2004-04-11,21.7053,17.8737,27.1859,80.0876,5.3792,1.9277,912.367,0.983147,-0.182817
2004-04-12,21.0171,18.6783,24.2757,84.7794,5.8713,1.6328,913.5911,0.979857,-0.199702
2004-04-13,20.8762,19.1573,24.8728,86.0473,3.8271,1.7532,916.7756,0.976277,-0.216527
2004-04-14,20.2708,18.8381,23.0143,91.2731,18.0969,1.9482,917.3123,0.972408,-0.233289
2004-04-15,20.8818,18.7717,25.1782,87.2234,5.7707,1.8471,916.4698,0.968251,-0.249981
2004-04-16,21.0842,17.8534,26.3383,84.2287,3.1037,1.6594,917.2493,0.963807,-0.266599
2004-04-17,21.9387,17.7258,27.8208,81.0781,2.3789,1.4793,917.9304,0.959079,-0.283139
2004-04-18,22.3367,18.2584,28.0591,83.5344,0.8655,1.235,917.6279,0.954067,-0.299595
2004-04-19,22.9042,19.7337,27.4283,80.4727,0.8903,2.0598,916.1997,0.948772,-0.315962
2004-04-20,22.3901,17.2456,28.0533,82.7267,4.1642,1.2314,915.2411,0.943196,-0.332235
2004-04-21,22.1461,19.4916,27.4277,86.2299,7.8564,1.7199,917.4794,0.937342,-0.348411
2004-04-22,21.7734,17.8997,26.3952,75.6016,0.1826,2.6636,918.1857,0.93121,-0.364483
2004-04-23,21.2512,15.2792,27.0314,73.5333,0.0086,1.9046,915.7736,0.924803,-0.380447
2004-04-24,22.8257,19.4851,27.4746,72.7873,0.813,1.0964,913.3841,0.918121,-0.396299
2004-04-25,21.757,19.0543,25.3667,86.1726,10.3006,1.5183,914.2504,0.911169,-0.412034
2004-04-26,19.4498,17.0995,22.6078,81.8126,1.8039,2.5011,916.8499,0.903946,-0.427646
2004-04-27,18.0164,16.0128,20.5897,82.8105,3.7308,2.7826,918.4091,0.896456,-0.443132
2004-04-28,18.8544,16.0846,23.115,75.4067,0.246,3.244,920.2568,0.888701,-0.458487
2004-04-29,18.4074,14.8285,23.7484,70.6923,0.0005,2.6676,920.578,0.880683,-0.473706
2004-04-30,17.7782,11.6206,23.5681,70.371,0.0,1.7501,917.834,0.872404,-0.488785
2004-05-01,18.3101,11.6466,24.2388,67.3369,0.0,1.9573,915.8909,0.863867,-0.50372
2004-05-02,19.3712,12.5092,25.5601,66.9605,0.0,1.6594,917.4913,0.855075,-0.518505
2004-05-03,20.4978,14.558,27.5666,72.3749,0.0019,1.5394,918.5654,0.846029,-0.533137
2004-05-04,21.22,16.5149,26.2713,74.2167,0.1106,2.0366,918.4161,0.836733,-0.547611
2004-05-05,20.8331,15.4225,26.2193,77.7694,0.1035,1.4114,917.6033,0.827189,-0.561923
2004-05-06,21.0051,17.8355,25.2154,78.7956,0.3262,1.6713,917.7017,0.817401,-0.576069
2004-05-07,20.3537,17.1688,24.3183,80.6341,0.33,2.4041,916.9634,0.807371,-0.590044
2004-05-08,19.4145,17.8143,22.7641,83.7136,0.2604,2.4097,917.0467,0.797102,-0.603845
2004-05-09,17.939,14.9269,22.1004,70.5655,0.0086,1.6608,917.0983,0.786597,-0.617467
2004-05-10,17.4599,12.8113,23.0096,72.0217,0.0,1.4847,917.0292,0.775859,-0.630907
2004-05-11,18.1063,12.7868,25.0185,73.5282,0.0,1.5918,916.7618,0.764891,-0.644159
2004-05-12,19.1313,13.8715,25.028,75.3717,0.0,1.9286,916.7215,0.753698,-0.657221
2004-05-13,18.4025,14.2315,23.2324,84.4701,6.0239,1.9366,915.2643,0.742281,-0.670089
2004-05-14,19.0429,16.1515,23.5334,88.4802,5.4579,1.778,914.6599,0.730644,-0.682758
2004-05-15,18.4855,16.1892,21.9254,90.2965,9.0504,2.017,914.6938,0.718792,-0.695225
2004-05-16,17.2666,12.843,22.1008,80.9151,3.3121,1.8096,916.4994,0.706727,-0.707487
2004-05-17,16.7674,12.2602,22.7925,80.9721,0.0768,1.8122,916.9732,0.694452,-0.719539
2004-05-18,17.6158,14.3314,21.8022,85.5683,1.0252,1.567,917.214,0.681972,-0.731378
2004-05-19,18.3629,15.5191,23.3149,82.1425,0.1721,1.9948,920.2372,0.66929,-0.743001
2004-05-20,18.1498,15.7227,21.2527,85.1696,4.4417,1.8159,921.1416,0.656411,-0.754404
2004-05-21,17.2602,13.4648,21.3284,80.8507,0.2046,2.5071,921.1351,0.643337,-0.765584
2004-05-22,17.6561,14.176,21.8138,79.1153,0.0682,2.4588,920.3387,0.630072,-0.776537
2004-05-23,18.126,15.2995,21.533,77.9743,0.2189,2.6068,920.4952,0.616621,-0.78726
2004-05-24,18.1372,13.3843,23.8627,81.1617,0.0176,1.6039,919.7746,0.602988,-0.79775
2004-05-25,19.1368,15.964,23.4186,80.0201,0.0029,2.3067,917.4374,0.589176,-0.808005
2004-05-26,16.9511,12.1739,20.6489,81.6582,5.5976,3.5862,916.0116,0.57519,-0.81802
2004-05-27,12.9574,9.2203,18.5796,78.7336,0.0,1.6206,917.8898,0.561034,-0.827793
2004-05-28,14.7312,9.8823,21.1471,73.5836,0.001,2.3292,920.2326,0.546711,-0.837321
2004-05-29,14.7681,13.2704,16.296,86.8228,10.6182,3.0804,921.1987,0.532227,-0.846602
2004-05-30,16.2163,12.5197,22.8279,87.9512,0.0639,1.8148,920.6328,0.517586,-0.855631
2004-05-31,17.2157,11.9756,22.791,84.6962,0.948,1.2289,919.0474,0.502791,-0.864408
2004-06-01,17.1944,13.4691,21.8322,87.356,5.4212,1.604,919.4911,0.487847,-0.872929
2004-06-02,17.3036,13.445,21.5951,85.6187,0.7615,1.8081,919.8937,0.472759,-0.881192
2004-06-03,15.8711,14.5387,17.1071,93.385,7.0376,1.6213,918.7583,0.457531,-0.889193
2004-06-04,15.5753,13.0992,19.239,82.8489,16.531,2.0342,917.2771,0.442168,-0.896932
2004-06-05,14.4604,9.464,20.4929,76.0662,0.0091,2.0547,918.0674,0.426674,-0.904405
2004-06-06,14.4178,9.7131,21.3025,81.8933,0.0014,1.5053,919.5487,0.411054,-0.911611
2004-06-07,14.5033,8.3742,21.7068,75.0164,0.0,1.2048,921.0305,0.395312,-0.918547
2004-06-08,14.9514,9.4719,21.6179,74.2385,0.0,2.5193,920.677,0.379453,-0.925211
2004-06-09,16.5479,11.8797,21.7557,76.1527,0.0,2.2323,920.4189,0.363482,-0.931601
2004-06-10,18.3337,14.8343,23.9539,77.5537,0.0005,2.3554,920.9014,0.347403,-0.937716
2004-06-11,18.3797,14.2762,23.7666,76.8848,0.0,2.205,921.2649,0.331221,-0.943553
2004-06-12,17.5613,13.045,23.5629,77.2097,0.0043,2.6065,921.5834,0.314942,-0.949111
2004-06-13,15.5016,12.5695,18.2108,84.3892,0.4869,2.4656,922.0639,0.298569,-0.954388
2004-06-14,15.313,12.2867,18.86,80.9567,0.1636,3.006,922.8058,0.282108,-0.959383
2004-06-15,16.1862,13.4438,18.8856,83.603,1.9603,2.1954,922.4294,0.265563,-0.964094
2004-06-16,15.5154,12.5945,21.0817,85.3539,0.1221,1.35,921.6893,0.24894,-0.968519
2004-06-17,15.35,11.1149,21.765,82.1974,0.0534,1.6872,921.4439,0.232243,-0.972658
2004-06-18,16.4061,10.4189,22.8655,74.1098,0.0,1.1539,921.6813,0.215477,-0.976509
2004-06-19,16.7202,12.4276,21.7967,64.0355,0.0,2.7073,924.2409,0.198648,-0.980071
2004-06-20,16.4419,11.9208,22.7306,69.7176,0.0,2.6215,923.6722,0.18176,-0.983343
2004-06-21,16.8455,11.6914,21.5655,73.9266,0.0482,2.2668,922.747,0.164818,-0.986324
2004-06-22,17.115,11.07,23.5754,70.8377,0.0,1.1323,921.6876,0.147827,-0.989013
2004-06-23,16.2853,10.8384,22.6077,75.2548,0.1798,1.4681,921.448,0.130793,-0.99141
2004-06-24,16.6651,12.2429,22.2968,83.7067,0.8759,1.8095,920.0588,0.11372,-0.993513
2004-06-25,17.7608,14.101,22.4169,78.4477,0.0186,1.8471,919.2358,0.096613,-0.995322
2004-06-26,18.3759,13.9749,24.3721,74.3604,0.0029,1.3754,919.974,0.079477,-0.996837
2004-06-27,17.4178,12.4433,23.2311,75.1052,0.0,1.8232,920.3273,0.062318,-0.998056
2004-06-28,17.6665,13.0834,23.3542,75.8674,0.0,1.0304,919.945,0.045141,-0.998981
2004-06-29,18.0036,13.8731,23.4262,74.3896,0.0,2.4288,920.6641,0.02795,-0.999609
2004-06-30,18.2435,14.3853,23.4362,75.749,0.0191,2.2983,921.3769,0.010751,-0.999942
2004-07-01,17.8068,12.696,22.9948,75.341,0.0286,2.1625,919.976,-0.006451,-0.999979
2004-07-02,18.4712,13.6883,24.134,75.4114,0.0,1.6244,918.9031,-0.023651,-0.99972
2004-07-03,17.8502,11.769,24.8606,75.4973,0.0,1.4856,918.798,-0.040844,-0.999166
2004-07-04,18.2194,11.9495,24.8481,70.99,0.0,1.1317,918.7234,-0.058026,-0.998315
2004-07-05,18.1646,12.6743,23.5577,70.2954,0.0005,1.7185,919.0317,-0.07519,-0.997169
2004-07-06,19.0165,14.6388,23.8187,73.6656,0.2441,1.9104,918.2588,-0.092331,-0.995728
2004-07-07,18.4925,13.9018,24.4858,76.3436,0.0167,2.617,916.3068,-0.109446,-0.993993
2004-07-08,18.6308,15.3903,23.5242,72.472,0.0,2.7981,914.556,-0.126528,-0.991963
2004-07-09,17.9098,15.4006,20.4146,83.5765,3.3627,1.5578,913.9499,-0.143572,-0.98964
2004-07-10,17.4373,15.0591,21.016,89.7104,8.492,2.0914,914.6698,-0.160575,-0.987024
2004-07-11,17.3284,15.3301,21.3573,89.6987,4.0293,2.1591,916.4825,-0.177529,-0.984116
2004-07-12,15.7806,14.0769,18.8695,78.0464,0.5188,4.1144,919.496,-0.194431,-0.980916
2004-07-13,17.1607,13.9586,22.5378,76.0874,0.0124,2.5753,920.0341,-0.211276,-0.977426
2004-07-14,17.711,12.6805,23.0698,80.0046,0.3247,2.1865,919.8671,-0.228058,-0.973648
2004-07-15,18.7189,13.5959,24.554,74.8505,0.0,1.8638,919.9567,-0.244772,-0.969581
2004-07-16,18.1392,13.0004,24.0301,75.0066,0.0,1.1748,920.1508,-0.261414,-0.965227
2004-07-17,18.2937,13.985,22.6345,77.0193,0.4888,2.1599,920.2295,-0.277979,-0.960587
2004-07-18,16.8795,14.9513,19.5265,77.8741,0.4444,3.1589,922.005,-0.294462,-0.955663
2004-07-19,15.7024,14.2334,18.4095,80.3694,7.0996,3.8263,921.1567,-0.310857,-0.950457
2004-07-20,14.3757,12.9675,16.7092,84.209,13.73,3.9755,921.114,-0.32716,-0.944969
2004-07-21,14.1274,11.5875,17.5041,69.9155,0.0944,3.3905,922.1252,-0.343367,-0.939201
2004-07-22,12.6077,8.4946,17.7317,67.9527,0.0,3.3072,922.6204,-0.359472,-0.933156
2004-07-23,12.3271,8.3012,17.5974,68.9826,0.0014,3.4089,923.399,-0.37547,-0.926834
2004-07-24,12.6509,7.6732,19.1499,68.4803,0.0,2.9057,924.7931,-0.391358,-0.920239
2004-07-25,12.99,8.442,18.9027,69.9827,0.001,2.8798,924.3931,-0.407129,-0.91337
2004-07-26,12.8588,8.626,19.3881,72.8119,0.001,2.6844,924.6451,-0.422781,-0.906232
2004-07-27,14.3054,9.3709,21.2003,71.0652,0.0,2.9976,924.3774,-0.438307,-0.898825
2004-07-28,14.297,9.4915,20.1931,67.5861,0.0005,3.4415,923.9039,-0.453703,-0.891153
2004-07-29,14.2828,9.9923,19.6466,74.1129,0.0,2.8348,923.0424,-0.468965,-0.883217
2004-07-30,14.7989,8.9013,20.3161,72.0688,0.0,1.9619,922.1031,-0.484089,-0.875019
2004-07-31,15.0838,10.0201,21.943,69.7108,0.0,1.8567,920.0435,-0.499069,-0.866562
2004-08-01,16.1288,9.5199,23.8142,65.0798,0.0,1.9887,918.5897,-0.513901,-0.857849
2004-08-02,17.9465,10.09,24.864,62.1565,0.0,1.1173,918.7838,-0.528581,-0.848883
2004-08-03,17.9902,12.6621,24.9394,70.2408,0.0763,1.7792,920.2118,-0.543105,-0.839665
2004-08-04,18.18,14.2626,23.009,72.3376,0.1431,3.0337,922.6324,-0.557468,-0.830198
2004-08-05,17.1543,12.9756,22.6776,68.0785,0.0005,3.2866,923.4726,-0.571667,-0.820486
2004-08-06,17.4362,13.6146,22.8225,69.868,0.0,2.8819,922.7446,-0.585696,-0.810531
2004-08-07,17.7011,13.6193,23.0077,62.7809,0.0,1.6806,922.5583,-0.599551,-0.800336
2004-08-08,17.5922,10.615,24.1277,59.586,0.0,1.43,921.1462,-0.61323,-0.789905
2004-08-09,16.1555,11.5104,21.5573,67.9607,0.0391,2.2789,922.8608,-0.626727,-0.779239
2004-08-10,14.6982,9.1032,20.84,64.077,0.0,2.8627,923.8265,-0.640038,-0.768343
2004-08-11,15.302,8.367,22.9204,63.1464,0.0,1.7026,922.5729,-0.65316,-0.75722
2004-08-12,15.9858,11.1603,21.8058,65.8041,0.0005,2.362,922.8279,-0.666089,-0.745872
2004-08-13,14.031,8.1888,20.4529,61.189,0.0,3.7372,924.882,-0.67882,-0.734304
2004-08-14,14.5258,9.111,20.5467,65.1539,0.0,3.6391,924.9675,-0.691351,-0.722519
2004-08-15,15.7595,11.4076,21.3374,65.9511,0.0,3.7284,923.9426,-0.703677,-0.71052
2004-08-16,16.8651,11.8342,23.2161,66.1265,0.0,2.8549,922.4676,-0.715795,-0.69831
2004-08-17,17.18,10.2597,24.2886,65.7422,0.0,1.6968,920.8139,-0.727701,-0.685894
2004-08-18,18.4967,11.1698,25.5359,61.1562,0.0,1.2131,920.0331,-0.739392,-0.673275
2004-08-19,19.4374,12.3183,26.6674,60.278,0.0,1.2968,920.6765,-0.750864,-0.660457
2004-08-20,19.8767,12.6299,27.399,56.3267,0.0,1.8197,919.9986,-0.762114,-0.647443
2004-08-21,19.9988,12.7891,27.3987,60.655,0.0,1.7437,919.3933,-0.773138,-0.634237
2004-08-22,20.8534,13.4394,28.6216,58.2857,0.0,1.4165,918.0889,-0.783934,-0.620844
2004-08-23,21.1697,13.5595,28.51,55.2539,0.0,1.9904,917.505,-0.794497,-0.607268
2004-08-24,22.797,15.7887,29.0735,48.0077,0.0,1.3786,916.6632,-0.804826,-0.593511
2004-08-25,21.6461,17.0089,28.0784,67.0662,0.0172,2.4037,917.5032,-0.814916,-0.579579
2004-08-26,21.922,16.6816,28.9863,57.7603,0.001,1.4648,916.8012,-0.824765,-0.565476
2004-08-27,21.9579,17.7253,27.2263,66.4472,0.0539,3.1971,916.3645,-0.83437,-0.551205
2004-08-28,22.763,21.0361,26.9292,56.5969,0.0672,3.6165,914.5292,-0.843728,-0.536771
2004-08-29,20.8328,15.7654,26.4214,66.0341,0.0,2.1442,915.0342,-0.852837,-0.522178
2004-08-30,20.4735,13.0736,27.9198,53.7618,0.0,1.4516,916.6931,-0.861693,-0.50743
2004-08-31,20.6982,13.1198,28.8808,45.3975,0.0,2.1795,918.8312,-0.870294,-0.492533
2004-09-01,21.1142,15.2601,28.3739,50.3024,0.0,3.0073,920.3996,-0.878637,-0.477489
2004-09-02,21.3836,14.4671,28.4105,51.0303,0.0,2.567,920.7264,-0.886721,-0.462305
2004-09-03,21.8947,14.1877,30.0063,47.5036,0.0029,1.5336,919.7617,-0.894542,-0.446983
2004-09-04,21.6618,15.9947,27.9451,58.8556,0.0362,2.0466,918.7248,-0.902099,-0.43153
2004-09-05,21.8275,15.9381,28.7552,60.7411,0.0019,2.1881,917.3168,-0.909388,-0.415948
2004-09-06,23.0762,16.2905,29.4186,53.9987,0.0,1.8406,915.5915,-0.916409,-0.400244
2004-09-07,22.6467,16.2086,29.3027,56.4288,0.0,2.0702,915.543,-0.923158,-0.384421
2004-09-08,23.167,15.9407,30.3391,45.5302,0.0,2.1454,916.138,-0.929634,-0.368484
2004-09-09,21.8312,12.9596,29.0023,43.641,0.0,1.862,917.0731,-0.935835,-0.352439
2004-09-10,21.7052,14.1629,29.5198,47.6148,0.0,1.6603,916.7667,-0.941759,-0.336289
2004-09-11,22.3602,15.7538,29.5315,45.183,0.0,1.9708,916.5128,-0.947404,-0.320039
2004-09-12,21.514,17.0889,25.9909,59.2317,0.2289,3.9324,920.099,-0.952769,-0.303695
2004-09-13,20.8716,16.6573,26.1327,57.4002,0.0033,4.7876,921.2239,-0.957852,-0.287261
2004-09-14,21.2897,15.0161,27.9142,56.0187,0.0,3.6403,919.3079,-0.962652,-0.270742
2004-09-15,22.4255,17.4677,28.0361,48.9987,0.0358,3.2074,917.5708,-0.967167,-0.254143
2004-09-16,23.3184,19.0292,29.5713,42.7252,0.0,1.9138,916.3657,-0.971395,-0.237468
2004-09-17,21.1756,17.0414,27.7939,65.5098,12.7492,2.9789,918.3033,-0.975336,-0.220724
2004-09-18,19.2438,16.8919,23.6191,84.0823,21.77,2.6286,920.0293,-0.978989,-0.203914
2004-09-19,20.2305,15.9602,26.1817,75.7962,10.5801,2.1567,918.9029,-0.982352,-0.187043
2004-09-20,20.9335,16.1791,27.4388,68.8741,0.0796,2.1002,917.5664,-0.985424,-0.170118
2004-09-21,21.7826,15.8569,28.3123,60.4357,0.0134,2.4519,918.3322,-0.988204,-0.153142
2004-09-22,22.1972,15.429,28.3123,62.0281,0.0024,2.6329,919.3212,-0.990692,-0.13612
2004-09-23,23.0314,16.3263,30.4733,60.98,0.0,1.5858,918.1964,-0.992887,-0.119059
