date,temp_mean_c,temp_max_c,temp_min_c
2016-09-21,18.4,24.2,14.0
2016-09-22,17.1,23.6,11.5
2016-09-23,19.6,27.4,12.0
2016-09-24,21.9,29.2,16.6
2016-09-25,19.2,24.6,15.1
2016-09-26,17.1,21.3,14.5
2016-09-27,18.9,24.5,14.6
2016-09-28,19.7,25.3,15.5
2016-09-29,21.8,29.3,14.6
2016-09-30,19.8,27.0,14.9
2016-10-01,17.4,19.9,15.6
2016-10-02,17.6,21.8,14.8
2016-10-03,18.3,22.4,15.1
2016-10-04,17.5,19.8,16.0
2016-10-05,18.7,23.5,14.3
2016-10-06,18.4,21.9,16.0
2016-10-07,17.7,22.9,12.7
2016-10-08,19.1,26.1,12.0
2016-10-09,21.2,28.3,13.7
2016-10-10,19.3,23.4,16.0
2016-10-11,20.5,26.0,16.2
2016-10-12,21.3,27.6,16.4
2016-10-13,22.5,28.2,17.3
2016-10-14,19.9,22.3,17.7
2016-10-15,21.8,28.3,16.8
2016-10-16,22.8,28.2,17.5
2016-10-17,24.3,30.1,17.9
2016-10-18,25.1,30.9,19.1
2016-10-19,26.0,31.9,20.0
2016-10-20,25.5,31.5,20.4
2016-10-21,23.3,28.7,19.9
2016-10-22,21.5,26.2,18.6
2016-10-23,21.7,26.1,18.1
2016-10-24,22.9,27.9,18.0
2016-10-25,22.8,27.9,19.3
2016-10-26,23.8,29.1,19.3
2016-10-27,24.2,29.6,19.2
2016-10-28,22.1,26.7,18.2
2016-10-29,18.4,23.0,14.7
2016-10-30,19.0,23.6,15.4
2016-10-31,20.9,25.9,16.4
2016-11-01,21.7,26.5,15.9
2016-11-02,21.7,27.0,17.6
2016-11-03,22.4,28.5,17.0
2016-11-04,19.5,21.3,17.3
2016-11-05,18.4,21.1,16.4
2016-11-06,19.5,23.5,15.8
2016-11-07,19.7,24.4,15.3
2016-11-08,20.2,24.9,15.6
2016-11-09,21.5,26.3,17.6
2016-11-10,22.2,27.3,17.4
2016-11-11,22.5,28.3,17.9
2016-11-12,21.6,27.6,18.0
2016-11-13,18.6,20.0,17.5
2016-11-14,17.8,19.1,17.3
2016-11-15,20.6,25.1,16.9
2016-11-16,22.1,27.3,17.8
2016-11-17,22.5,27.5,18.7
2016-11-18,21.4,26.7,17.6
2016-11-19,17.9,23.5,13.0
2016-11-20,17.9,24.7,11.1
2016-11-21,20.4,25.9,14.9
2016-11-22,20.3,23.3,18.0
2016-11-23,19.5,22.1,17.5
2016-11-24,21.7,26.8,17.2
2016-11-25,22.8,27.3,18.9
2016-11-26,22.3,26.5,18.5
2016-11-27,23.3,28.0,18.8
2016-11-28,24.1,28.7,19.3
2016-11-29,23.7,28.6,20.3
2016-11-30,19.5,22.1,16.7
2016-12-01,19.1,22.9,15.6
2016-12-02,21.1,25.8,16.0
2016-12-03,22.4,27.3,18.3
2016-12-04,21.1,25.2,18.5
2016-12-05,21.8,26.2,18.7
2016-12-06,22.9,28.7,18.3
2016-12-07,23.4,29.2,16.6
2016-12-08,24.0,28.9,20.2
2016-12-09,22.7,26.7,19.3
2016-12-10,22.0,26.5,19.8
2016-12-11,22.4,25.5,20.0
2016-12-12,21.9,26.3,18.9
2016-12-13,22.6,28.1,19.3
2016-12-14,22.1,26.1,19.9
2016-12-15,17.2,19.6,14.1
2016-12-16,17.0,21.0,13.5
2016-12-17,19.0,23.9,15.3
2016-12-18,20.5,25.2,17.0
2016-12-19,21.3,26.2,16.8
2016-12-20,21.8,26.3,17.5
2016-12-21,21.8,26.8,16.4
2016-12-22,22.7,28.8,17.1
2016-12-23,23.7,29.5,18.1
2016-12-24,24.0,29.8,19.1
2016-12-25,23.7,29.8,18.7
2016-12-26,23.9,29.6,18.1
2016-12-27,24.8,30.0,19.2
2016-12-28,25.1,30.3,20.2
2016-12-29,24.2,28.5,18.4
2016-12-30,25.1,29.0,18.9
2016-12-31,25.0,29.6,18.7
2017-01-01,24.5,30.3,19.1
2017-01-02,24.3,29.7,19.7
2017-01-03,23.6,29.9,20.7
2017-01-04,23.4,30.2,20.3
2017-01-05,23.5,29.5,18.5
2017-01-06,23.9,30.0,18.0
2017-01-07,23.4,29.5,19.7
2017-01-08,23.2,29.6,19.9
2017-01-09,22.6,26.5,19.6
2017-01-10,22.6,27.9,17.9
2017-01-11,22.6,27.0,19.6
2017-01-12,22.4,26.4,20.0
2017-01-13,21.2,24.2,19.7
2017-01-14,21.9,27.0,18.4
2017-01-15,21.0,24.0,18.6
2017-01-16,22.5,26.8,19.1
2017-01-17,22.3,26.1,19.5
2017-01-18,22.8,27.3,18.8
2017-01-19,22.3,25.5,19.6
2017-01-20,22.5,26.6,19.2
2017-01-21,22.5,26.6,18.5
2017-01-22,22.6,26.9,18.7
2017-01-23,23.1,28.1,18.1
2017-01-24,22.3,28.0,19.2
2017-01-25,22.3,27.7,18.2
2017-01-26,22.9,28.5,19.5
2017-01-27,24.2,28.5,19.7
2017-01-28,23.6,28.8,19.5
2017-01-29,22.7,27.6,17.8
2017-01-30,22.5,27.3,18.7
2017-01-31,22.0,26.1,18.5
2017-02-01,21.0,25.5,18.5
2017-02-02,21.0,26.2,17.8
2017-02-03,21.2,26.0,18.6
2017-02-04,21.6,25.6,18.3
2017-02-05,21.5,27.2,18.5
2017-02-06,22.2,27.0,18.1
2017-02-07,23.1,28.1,18.8
2017-02-08,23.1,28.3,18.8
2017-02-09,21.8,26.5,16.5
2017-02-10,22.3,26.4,18.5
2017-02-11,21.9,26.8,17.9
2017-02-12,22.8,27.2,18.2
2017-02-13,22.5,27.7,17.6
2017-02-14,22.3,26.9,17.8
2017-02-15,23.3,28.7,18.5
2017-02-16,22.5,27.5,17.8
2017-02-17,23.0,28.3,17.5
2017-02-18,24.4,29.8,18.9
2017-02-19,24.6,30.4,19.4
2017-02-20,24.1,29.8,18.6
2017-02-21,23.5,30.0,18.1
2017-02-22,22.2,26.8,18.1
2017-02-23,23.0,28.5,17.6
2017-02-24,23.4,29.5,17.7
2017-02-25,21.3,24.2,18.1
2017-02-26,20.2,22.8,18.7
2017-02-27,21.1,27.3,17.6
2017-02-28,21.2,26.8,17.5
2017-03-01,21.2,25.5,17.6
2017-03-02,21.6,27.0,17.5
2017-03-03,22.0,27.7,18.6
2017-03-04,22.6,27.2,19.0
2017-03-05,21.7,24.6,19.1
2017-03-06,22.5,27.5,19.3
2017-03-07,22.9,28.2,19.7
2017-03-08,22.4,27.7,19.0
2017-03-09,22.2,27.1,18.9
2017-03-10,23.3,28.2,18.6
2017-03-11,23.0,27.5,18.8
2017-03-12,22.8,28.9,17.6
2017-03-13,22.6,29.0,15.9
2017-03-14,22.3,26.3,18.9
2017-03-15,22.3,27.1,18.8
2017-03-16,22.4,27.8,17.8
2017-03-17,22.7,27.5,18.0
2017-03-18,22.2,28.9,19.0
2017-03-19,19.1,20.8,18.2
2017-03-20,19.7,23.5,16.7
2017-03-21,19.3,26.1,12.1
2017-03-22,19.5,25.8,13.2
2017-03-23,20.3,25.0,15.2
2017-03-24,20.6,26.0,15.4
2017-03-25,21.2,26.9,15.8
2017-03-26,21.4,27.0,15.6
2017-03-27,20.9,25.9,16.2
2017-03-28,19.8,23.8,17.5
2017-03-29,19.0,23.4,14.4
2017-03-30,18.8,24.7,13.1
2017-03-31,18.8,24.0,13.8
2017-04-01,18.2,24.2,11.8
2017-04-02,18.3,24.6,11.4
2017-04-03,19.6,25.5,14.4
2017-04-04,21.0,26.4,16.2
2017-04-05,22.0,27.4,15.6
2017-04-06,21.5,26.3,16.8
2017-04-07,22.0,26.8,20.0
2017-04-08,21.8,27.0,18.9
2017-04-09,20.9,25.1,18.2
2017-04-10,21.9,26.3,17.8
2017-04-11,21.7,26.2,17.7
2017-04-12,21.7,27.2,16.4
2017-04-13,20.2,23.8,17.0
2017-04-14,20.5,25.0,16.5
2017-04-15,21.1,26.0,17.0
2017-04-16,21.1,26.0,16.6
2017-04-17,21.2,26.2,14.8
2017-04-18,19.3,24.0,15.8
2017-04-19,18.7,23.1,14.9
2017-04-20,18.9,23.3,14.7
2017-04-21,20.3,25.4,15.6
2017-04-22,19.5,24.7,16.4
2017-04-23,20.0,26.2,14.5
2017-04-24,19.9,25.4,15.6
2017-04-25,20.1,24.8,15.9
2017-04-26,20.9,26.8,16.0
2017-04-27,21.2,25.9,17.9
2017-04-28,18.3,21.2,16.4
2017-04-29,17.9,21.1,15.8
2017-04-30,18.2,21.5,16.0
2017-05-01,18.5,23.1,14.9
2017-05-02,18.7,24.4,14.2
2017-05-03,18.1,23.4,13.8
2017-05-04,18.9,24.4,13.9
2017-05-05,18.9,23.8,15.4
2017-05-06,18.7,23.2,15.3
2017-05-07,18.0,23.7,13.6
2017-05-08,18.6,24.8,13.0
2017-05-09,19.1,25.4,13.1
2017-05-10,18.8,25.3,12.2
2017-05-11,18.7,23.5,14.9
2017-05-12,16.9,22.4,12.4
2017-05-13,18.6,25.2,12.6
2017-05-14,19.8,26.6,14.0
2017-05-15,19.4,24.3,16.0
2017-05-16,18.8,23.3,15.0
2017-05-17,17.7,21.9,14.6
2017-05-18,17.1,20.4,14.1
2017-05-19,17.1,19.7,15.4
2017-05-20,18.9,22.0,16.7
2017-05-21,19.4,23.1,17.2
2017-05-22,19.1,23.0,16.5
2017-05-23,18.1,23.8,14.1
2017-05-24,18.1,24.4,14.6
2017-05-25,18.6,23.5,15.0
2017-05-26,18.7,22.6,15.5
2017-05-27,17.7,23.3,13.2
2017-05-28,18.2,23.7,13.1
2017-05-29,17.9,23.5,13.7
2017-05-30,17.5,22.8,12.0
2017-05-31,18.1,22.8,14.4
2017-06-01,18.9,24.7,13.4
2017-06-02,17.1,22.5,12.9
2017-06-03,17.2,24.3,11.4
2017-06-04,19.5,26.0,14.8
2017-06-05,19.1,25.8,13.4
2017-06-06,19.5,25.4,14.4
2017-06-07,19.0,26.2,13.2
2017-06-08,18.9,26.0,13.1
2017-06-09,19.5,25.9,13.8
2017-06-10,15.6,21.6,11.0
2017-06-11,15.7,23.8,9.2
2017-06-12,17.5,22.9,13.9
2017-06-13,17.6,23.0,14.0
2017-06-14,18.0,22.2,14.7
2017-06-15,16.4,21.9,11.8
2017-06-16,16.8,21.2,12.1
2017-06-17,17.0,22.1,11.4
2017-06-18,16.2,22.0,10.9
2017-06-19,16.1,22.4,10.6
2017-06-20,16.9,23.0,12.1
2017-06-21,16.1,19.4,13.8
2017-06-22,15.9,20.8,12.6
2017-06-23,16.0,21.2,12.3
2017-06-24,15.9,21.1,12.0
2017-06-25,16.0,21.1,12.4
2017-06-26,14.9,19.9,10.2
2017-06-27,15.4,20.9,9.6
2017-06-28,16.7,21.9,13.1
2017-06-29,15.8,21.9,11.6
2017-06-30,15.6,21.6,9.1
2017-07-01,16.3,22.1,10.6
2017-07-02,15.0,18.4,12.2
2017-07-03,12.3,16.2,9.2
2017-07-04,12.4,17.2,8.1
2017-07-05,12.5,16.5,8.2
2017-07-06,13.7,19.0,10.1
2017-07-07,14.9,19.0,10.1
2017-07-08,14.7,18.5,10.9
2017-07-09,15.4,20.7,11.8
2017-07-10,16.2,21.2,12.4
2017-07-11,16.1,22.5,11.4
2017-07-12,16.4,22.5,11.2
2017-07-13,15.9,21.5,12.4
2017-07-14,15.3,21.1,11.4
2017-07-15,15.9,22.1,11.2
2017-07-16,15.7,20.5,10.8
2017-07-17,15.3,21.9,9.4
2017-07-18,15.9,22.1,10.4
2017-07-19,14.3,18.9,10.6
2017-07-20,14.4,18.0,11.6
2017-07-21,15.9,22.5,10.3
2017-07-22,16.5,23.4,10.1
2017-07-23,16.0,22.1,11.8
2017-07-24,16.1,21.7,10.4
2017-07-25,16.6,22.2,12.2
2017-07-26,15.9,22.4,10.8
2017-07-27,15.1,21.9,10.1
2017-07-28,14.8,21.9,9.6
2017-07-29,15.1,19.8,10.6
2017-07-30,15.2,19.9,11.9
2017-07-31,14.2,20.2,10.4
2017-08-01,14.4,20.3,8.4
2017-08-02,15.4,23.5,9.1
2017-08-03,17.6,25.4,9.9
2017-08-04,16.5,22.2,10.9
2017-08-05,14.8,22.0,8.4
2017-08-06,14.8,21.7,9.4
2017-08-07,15.8,23.5,9.4
2017-08-08,17.6,24.9,10.1
2017-08-09,20.2,28.1,11.8
2017-08-10,20.4,28.2,12.9
2017-08-11,18.3,25.0,13.7
2017-08-12,18.2,25.5,12.9
2017-08-13,18.9,27.0,12.7
2017-08-14,20.3,28.0,13.7
2017-08-15,20.2,26.0,15.4
2017-08-16,18.9,24.4,14.0
2017-08-17,18.6,23.6,15.8
2017-08-18,18.0,21.5,15.7
2017-08-19,19.8,26.5,14.5
2017-08-20,20.7,28.6,14.1
2017-08-21,16.1,20.4,13.2
2017-08-22,15.0,19.8,12.5
2017-08-23,16.7,24.7,11.9
2017-08-24,15.7,21.5,11.4
2017-08-25,16.5,23.1,11.9
2017-08-26,16.8,24.6,10.2
2017-08-27,17.8,25.6,10.6
2017-08-28,18.8,26.3,11.6
2017-08-29,19.4,27.2,12.9
2017-08-30,20.0,28.6,12.1
2017-08-31,20.5,29.0,13.8
2017-09-01,18.8,25.4,14.2
2017-09-02,17.6,24.5,13.6
2017-09-03,16.5,23.8,11.1
2017-09-04,17.5,26.0,10.4
2017-09-05,18.4,26.2,10.9
2017-09-06,19.4,27.2,11.2
2017-09-07,20.1,27.6,13.2
2017-09-08,19.5,27.4,12.5
2017-09-09,19.7,27.4,12.8
2017-09-10,20.3,27.4,13.5
2017-09-11,21.6,28.6,14.4
2017-09-12,21.4,29.1,14.5
2017-09-13,20.7,28.6,13.6
2017-09-14,20.7,29.4,13.3
2017-09-15,21.5,30.4,13.4
2017-09-16,21.5,29.8,13.8
2017-09-17,21.5,29.0,13.9
2017-09-18,21.5,28.9,14.2
2017-09-19,21.0,28.3,14.1
2017-09-20,20.9,28.0,14.3
2017-09-21,20.4,27.3,13.4
2017-09-22,20.9,28.3,13.6
2017-09-23,21.5,28.2,14.9
2017-09-24,21.9,29.0,14.9
2017-09-25,20.1,26.2,15.1
2017-09-26,19.7,24.5,14.1
2017-09-27,20.6,28.2,15.1
2017-09-28,21.7,28.9,14.6
2017-09-29,22.0,29.5,16.7
2017-09-30,18.3,20.1,17.1
2017-10-01,20.4,27.0,15.4
2017-10-02,20.5,25.8,17.0
2017-10-03,17.8,19.4,15.6
2017-10-04,18.0,22.5,14.2
2017-10-05,20.6,28.0,14.5
2017-10-06,21.2,29.2,14.9
2017-10-07,21.3,27.4,15.6
2017-10-08,21.3,28.5,16.2
2017-10-09,22.4,29.6,16.0
2017-10-10,23.0,30.4,17.3
2017-10-11,23.6,30.4,18.0
2017-10-12,24.0,31.6,17.5
2017-10-13,24.3,31.0,18.0
2017-10-14,23.9,31.6,16.2
2017-10-15,22.4,29.9,17.2
2017-10-16,19.9,24.2,16.5
2017-10-17,21.4,27.2,17.4
2017-10-18,22.1,28.8,16.0
2017-10-19,22.2,29.4,14.7
2017-10-20,23.5,30.1,15.9
2017-10-21,24.2,31.0,18.2
2017-10-22,24.1,29.9,20.1
2017-10-23,19.6,21.2,16.8
2017-10-24,20.2,26.2,15.6
2017-10-25,22.3,28.5,17.3
2017-10-26,22.9,29.5,17.9
2017-10-27,22.2,30.0,17.5
2017-10-28,21.9,27.6,17.5
2017-10-29,21.6,25.7,19.0
2017-10-30,21.5,27.6,18.8
2017-10-31,22.0,26.8,18.3
2017-11-01,19.5,24.6,15.9
2017-11-02,18.3,22.4,14.5
2017-11-03,20.4,25.9,14.2
2017-11-04,21.0,24.9,16.4
2017-11-05,21.4,25.5,18.3
2017-11-06,20.2,25.2,16.6
2017-11-07,18.9,23.5,14.8
2017-11-08,19.5,24.0,15.7
2017-11-09,20.7,25.5,16.1
2017-11-10,21.5,26.1,18.2
2017-11-11,20.5,24.2,18.5
2017-11-12,20.9,26.8,15.6
2017-11-13,20.7,27.9,12.0
2017-11-14,21.1,27.6,14.1
2017-11-15,21.7,27.1,16.2
2017-11-16,22.3,28.4,16.0
2017-11-17,23.3,29.5,17.5
2017-11-18,21.9,27.6,17.4
2017-11-19,22.0,27.5,18.2
2017-11-20,20.8,24.8,19.2
2017-11-21,21.3,25.5,18.1
2017-11-22,20.1,22.8,19.0
2017-11-23,18.7,21.4,16.8
2017-11-24,20.2,26.2,14.4
2017-11-25,21.5,28.0,16.8
2017-11-26,20.5,22.1,19.0
2017-11-27,21.6,26.4,18.0
2017-11-28,21.4,27.2,17.0
2017-11-29,21.1,26.8,15.6
2017-11-30,19.7,24.7,16.8
2017-12-01,18.4,20.5,17.2
2017-12-02,19.2,22.5,16.3
2017-12-03,20.7,26.2,17.0
2017-12-04,22.4,27.4,19.4
2017-12-05,23.1,28.4,19.0
2017-12-06,21.9,26.5,19.0
2017-12-07,20.4,22.7,18.1
2017-12-08,21.7,26.7,18.9
2017-12-09,22.1,27.1,17.0
2017-12-10,22.5,27.6,17.9
2017-12-11,22.9,27.5,18.5
2017-12-12,21.0,26.8,17.2
2017-12-13,20.9,25.0,17.3
2017-12-14,20.5,25.0,16.6
2017-12-15,21.1,26.9,17.0
2017-12-16,21.0,25.9,16.8
2017-12-17,21.1,26.2,16.7
2017-12-18,22.8,27.9,17.4
2017-12-19,23.1,28.1,18.4
2017-12-20,22.6,28.6,16.9
2017-12-21,21.6,27.2,18.1
2017-12-22,20.4,23.0,18.1
2017-12-23,22.6,28.5,17.8
2017-12-24,24.0,29.2,19.0
2017-12-25,23.6,29.2,19.5
2017-12-26,23.2,28.0,19.9
2017-12-27,23.2,28.6,20.6
2017-12-28,22.8,27.0,19.7
2017-12-29,22.6,26.9,20.0
2017-12-30,20.9,23.2,19.7
2017-12-31,20.5,22.1,19.5
2018-01-01,21.7,25.6,18.5
2018-01-02,21.9,25.6,18.2
2018-01-03,22.0,26.6,19.5
2018-01-04,20.4,22.3,19.0
2018-01-05,20.1,23.5,18.0
2018-01-06,20.6,23.8,17.7
2018-01-07,20.8,23.9,18.1
2018-01-08,19.9,23.2,17.6
2018-01-09,21.9,27.0,17.2
2018-01-10,22.3,26.5,17.9
2018-01-11,21.7,26.1,17.8
2018-01-12,20.2,24.4,17.5
2018-01-13,22.0,27.5,17.1
2018-01-14,21.1,27.2,17.9
2018-01-15,21.7,27.5,17.8
2018-01-16,22.3,28.2,18.4
2018-01-17,23.5,28.0,19.0
2018-01-18,23.5,28.9,19.1
2018-01-19,24.1,30.4,17.3
2018-01-20,23.7,29.3,18.9
2018-01-21,23.6,28.8,18.9
2018-01-22,23.9,29.7,19.0
2018-01-23,22.7,28.4,18.5
2018-01-24,22.7,28.9,18.5
2018-01-25,22.3,27.2,18.2
2018-01-26,23.1,27.5,18.8
2018-01-27,22.4,26.2,19.9
2018-01-28,23.2,28.3,18.9
2018-01-29,22.7,25.1,20.4
2018-01-30,21.2,25.0,19.2
2018-01-31,20.8,25.1,18.5
2018-02-01,20.9,26.8,15.1
2018-02-02,21.6,25.9,17.2
2018-02-03,21.8,26.1,17.6
2018-02-04,20.4,23.4,17.9
2018-02-05,17.8,19.5,16.8
2018-02-06,19.6,23.5,16.6
2018-02-07,21.4,27.2,16.0
2018-02-08,22.1,28.1,17.0
2018-02-09,22.3,27.6,17.5
2018-02-10,21.8,26.1,19.4
2018-02-11,23.1,28.0,18.2
2018-02-12,23.8,29.2,19.8
2018-02-13,23.1,27.4,20.0
2018-02-14,22.8,27.6,19.5
2018-02-15,21.5,26.1,18.9
2018-02-16,22.0,27.1,18.0
2018-02-17,22.0,26.4,18.1
2018-02-18,22.0,27.2,18.2
2018-02-19,21.4,25.9,17.9
2018-02-20,22.0,25.4,18.9
2018-02-21,21.6,25.9,19.1
2018-02-22,21.7,26.0,18.1
2018-02-23,21.9,26.5,18.0
2018-02-24,20.9,24.4,18.2
2018-02-25,21.2,26.1,17.7
2018-02-26,20.1,22.6,18.3
2018-02-27,20.8,24.8,18.1
2018-02-28,21.7,28.5,17.4
2018-03-01,22.8,28.2,19.0
2018-03-02,23.0,28.2,19.5
2018-03-03,22.7,27.6,18.5
2018-03-04,22.9,28.4,19.1
2018-03-05,23.2,29.0,18.5
2018-03-06,23.9,29.5,18.0
2018-03-07,23.6,28.8,19.5
2018-03-08,22.5,27.6,19.4
2018-03-09,21.8,26.2,19.4
2018-03-10,22.4,27.3,19.4
2018-03-11,22.6,26.9,20.1
2018-03-12,23.4,28.7,17.4
2018-03-13,23.3,27.8,19.1
2018-03-14,23.6,28.9,18.4
2018-03-15,23.7,28.5,19.6
2018-03-16,23.2,29.5,19.0
2018-03-17,22.3,27.3,18.7
2018-03-18,22.2,27.1,17.9
2018-03-19,22.4,28.0,17.5
2018-03-20,22.4,27.1,18.5
2018-03-21,22.4,28.2,18.0
2018-03-22,21.7,26.2,19.2
2018-03-23,22.2,26.7,18.6
2018-03-24,22.1,26.5,18.0
2018-03-25,21.4,26.4,16.1
2018-03-26,21.5,26.1,17.6
2018-03-27,21.7,27.0,17.4
2018-03-28,21.0,25.6,16.5
2018-03-29,21.1,26.1,17.0
2018-03-30,20.7,25.3,16.6
2018-03-31,21.1,25.8,16.8
2018-04-01,21.8,27.0,17.1
2018-04-02,21.6,25.1,18.6
2018-04-03,21.6,27.1,17.0
2018-04-04,21.4,26.2,17.6
2018-04-05,21.7,26.2,17.6
2018-04-06,20.9,25.0,18.5
2018-04-07,21.0,26.2,16.8
2018-04-08,21.5,25.9,17.9
2018-04-09,21.2,26.2,17.0
2018-04-10,20.8,25.0,16.6
2018-04-11,19.8,25.2,15.4
2018-04-12,19.2,24.0,15.9
2018-04-13,20.9,26.1,15.2
2018-04-14,21.5,26.5,17.0
2018-04-15,20.7,25.0,17.7
2018-04-16,18.5,21.0,16.8
2018-04-17,18.8,23.0,15.8
2018-04-18,18.2,23.6,13.8
2018-04-19,18.2,23.7,12.9
2018-04-20,19.0,25.1,14.1
2018-04-21,19.2,24.0,15.2
2018-04-22,18.6,23.3,14.7
2018-04-23,18.8,24.1,14.6
2018-04-24,19.5,24.1,14.9
2018-04-25,19.8,24.5,15.4
2018-04-26,20.6,26.0,15.9
2018-04-27,20.4,26.1,14.9
2018-04-28,20.3,25.4,16.1
2018-04-29,19.2,25.1,15.0
2018-04-30,19.5,25.5,13.9
2018-05-01,20.0,26.5,13.2
2018-05-02,20.3,26.4,14.6
2018-05-03,19.8,26.1,15.2
2018-05-04,19.8,26.6,14.9
2018-05-05,20.4,26.7,15.2
2018-05-06,20.8,26.3,15.7
2018-05-07,19.7,25.1,14.9
2018-05-08,18.9,23.8,14.7
2018-05-09,18.5,23.4,15.1
2018-05-10,18.1,23.7,13.8
2018-05-11,18.4,24.5,12.6
2018-05-12,20.4,26.2,14.9
2018-05-13,19.9,24.1,15.9
2018-05-14,19.7,23.7,16.5
2018-05-15,19.5,24.4,16.3
2018-05-16,19.9,25.6,14.9
2018-05-17,19.4,25.1,15.6
2018-05-18,19.3,24.7,16.2
2018-05-19,18.8,24.1,15.6
2018-05-20,14.8,18.9,9.4
2018-05-21,12.3,19.5,5.6
2018-05-22,14.4,22.9,8.4
2018-05-23,15.4,23.4,8.9
2018-05-24,16.2,22.5,11.6
2018-05-25,16.7,22.6,12.1
2018-05-26,16.7,21.4,13.1
2018-05-27,16.1,21.8,12.2
2018-05-28,16.4,21.6,12.6
2018-05-29,16.0,21.0,12.1
2018-05-30,15.6,21.5,11.4
2018-05-31,17.1,21.9,12.6
2018-06-01,18.0,23.1,13.6
2018-06-02,17.4,24.7,11.1
2018-06-03,19.0,25.5,13.9
2018-06-04,17.5,22.0,13.5
2018-06-05,17.3,23.0,12.6
2018-06-06,18.6,23.8,14.9
2018-06-07,19.2,24.7,14.4
2018-06-08,18.4,24.2,14.6
2018-06-09,18.7,24.5,14.2
2018-06-10,19.1,24.7,15.1
2018-06-11,18.9,25.4,13.0
2018-06-12,19.5,26.4,13.4
2018-06-13,20.8,26.8,15.1
2018-06-14,19.7,25.4,15.0
2018-06-15,18.0,22.5,14.7
2018-06-16,17.9,21.9,15.4
2018-06-17,16.9,21.2,13.8
2018-06-18,17.4,22.0,13.9
2018-06-19,17.1,22.0,13.8
2018-06-20,16.0,22.5,12.1
2018-06-21,16.6,22.8,11.0
2018-06-22,17.1,22.9,11.2
2018-06-23,18.6,24.8,13.8
2018-06-24,17.8,23.0,13.9
2018-06-25,17.7,24.4,11.4
2018-06-26,19.0,25.3,12.9
2018-06-27,17.7,23.8,12.1
2018-06-28,17.9,24.1,13.3
2018-06-29,16.5,22.4,11.4
2018-06-30,16.9,23.4,11.1
2018-07-01,17.0,24.0,11.2
2018-07-02,18.0,24.1,12.8
2018-07-03,18.9,25.2,11.5
2018-07-04,18.6,23.9,14.4
2018-07-05,17.7,24.1,12.6
2018-07-06,17.0,23.8,10.9
2018-07-07,16.8,23.8,11.1
2018-07-08,17.5,24.5,9.6
2018-07-09,18.0,25.0,10.4
2018-07-10,16.6,21.8,12.4
2018-07-11,14.2,19.0,10.6
2018-07-12,14.0,21.7,8.6
2018-07-13,15.8,22.7,10.9
2018-07-14,16.5,24.1,10.6
2018-07-15,17.5,24.1,11.9
2018-07-16,17.1,23.9,10.8
2018-07-17,17.1,24.3,11.6
2018-07-18,17.8,23.3,12.2
2018-07-19,18.7,24.6,12.4
2018-07-20,17.9,24.5,11.9
2018-07-21,18.0,25.1,10.9
2018-07-22,18.0,23.8,13.2
2018-07-23,17.1,23.2,12.4
2018-07-24,17.3,23.0,11.9
2018-07-25,17.3,22.6,13.4
2018-07-26,16.8,22.0,11.8
2018-07-27,17.5,23.6,12.0
2018-07-28,17.9,24.5,11.3
2018-07-29,17.8,25.2,10.8
2018-07-30,18.3,26.2,11.0
2018-07-31,17.3,22.9,12.5
2018-08-01,16.7,23.1,11.9
2018-08-02,16.4,21.4,12.9
2018-08-03,16.2,20.0,13.8
2018-08-04,17.7,22.6,14.6
2018-08-05,17.5,23.0,12.4
2018-08-06,17.5,23.0,14.3
2018-08-07,17.1,22.6,13.1
2018-08-08,18.2,24.4,13.9
2018-08-09,18.8,25.0,13.6
2018-08-10,17.7,23.0,12.3
2018-08-11,13.8,21.4,6.5
2018-08-12,14.7,22.6,7.4
2018-08-13,15.6,22.5,10.8
2018-08-14,15.8,23.2,10.6
2018-08-15,17.5,25.5,11.0
2018-08-16,17.4,21.8,14.3
2018-08-17,16.3,20.1,13.9
2018-08-18,16.4,21.0,13.4
2018-08-19,16.2,22.1,11.8
2018-08-20,17.1,23.8,12.1
2018-08-21,17.5,23.9,12.1
2018-08-22,17.6,24.1,12.8
2018-08-23,18.8,26.0,12.8
2018-08-24,19.6,26.3,13.9
2018-08-25,18.3,21.9,14.8
2018-08-26,17.2,23.0,13.4
2018-08-27,16.7,22.1,12.4
2018-08-28,17.2,22.4,12.9
2018-08-29,18.1,23.9,12.7
2018-08-30,18.6,25.1,12.7
2018-08-31,19.1,26.1,12.2
2018-09-01,19.5,27.0,12.6
2018-09-02,20.8,28.4,14.1
2018-09-03,21.1,28.5,15.2
2018-09-04,16.0,20.5,11.7
2018-09-05,15.3,21.3,10.1
2018-09-06,16.5,23.9,9.9
2018-09-07,17.6,25.5,11.4
2018-09-08,18.1,25.9,11.4
2018-09-09,18.4,26.0,11.5
2018-09-10,19.0,25.7,12.6
2018-09-11,19.2,27.0,12.8
2018-09-12,18.2,23.9,14.3
2018-09-13,19.0,26.0,13.2
2018-09-14,19.1,26.9,13.1
2018-09-15,18.6,22.6,16.4
2018-09-16,19.7,26.4,14.6
2018-09-17,18.0,21.4,16.4
2018-09-18,19.6,23.8,16.9
2018-09-19,20.8,26.5,15.9
2018-09-20,19.5,23.3,16.7
2018-09-21,20.9,26.1,16.5
2018-09-22,21.3,27.5,16.0
2018-09-23,21.4,27.5,17.1
2018-09-24,22.7,29.8,16.0
2018-09-25,22.9,29.6,17.0
