date,temp_mean_c,temp_max_c,temp_min_c
2018-09-26,22.3,29.1,16.3
2018-09-27,23.2,29.8,16.5
2018-09-28,22.1,28.9,18.2
2018-09-29,21.6,25.6,18.6
2018-09-30,21.6,27.2,17.8
2018-10-01,21.6,26.4,17.9
2018-10-02,22.6,29.0,15.5
2018-10-03,23.2,29.9,17.0
2018-10-04,22.7,28.8,18.0
2018-10-05,21.2,26.9,16.9
2018-10-06,19.0,24.1,15.3
2018-10-07,19.5,24.9,15.3
2018-10-08,20.9,26.1,16.5
2018-10-09,21.1,26.4,17.6
2018-10-10,21.9,26.8,17.4
2018-10-11,21.4,27.1,18.1
2018-10-12,21.3,25.9,18.1
2018-10-13,23.2,31.0,17.0
2018-10-14,22.7,29.0,18.0
2018-10-15,21.1,27.0,17.5
2018-10-16,22.1,27.0,18.3
2018-10-17,21.9,27.0,18.5
2018-10-18,21.9,27.0,18.8
2018-10-19,21.9,27.6,18.4
2018-10-20,19.4,24.9,14.0
2018-10-21,17.8,25.0,11.4
2018-10-22,19.8,26.5,13.1
2018-10-23,22.0,29.1,14.6
2018-10-24,20.7,24.5,18.1
2018-10-25,19.8,23.4,17.9
2018-10-26,21.7,26.7,18.2
2018-10-27,21.0,24.2,18.5
2018-10-28,21.3,26.6,16.2
2018-10-29,18.9,23.9,14.4
2018-10-30,21.4,27.3,16.9
2018-10-31,22.5,28.2,17.5
2018-11-01,22.5,28.1,16.7
2018-11-02,22.1,27.9,18.0
2018-11-03,22.4,28.5,18.4
2018-11-04,21.4,26.0,18.2
2018-11-05,19.0,22.4,16.0
2018-11-06,19.7,23.5,16.6
2018-11-07,20.3,25.0,17.1
2018-11-08,17.5,18.7,14.1
2018-11-09,16.8,19.6,14.1
2018-11-10,18.7,22.9,15.5
2018-11-11,20.4,25.5,16.8
2018-11-12,21.9,26.8,17.0
2018-11-13,22.7,27.0,18.5
2018-11-14,23.0,27.7,18.4
2018-11-15,22.7,27.5,19.0
2018-11-16,21.9,27.5,18.5
2018-11-17,21.2,26.0,17.0
2018-11-18,21.7,26.5,16.9
2018-11-19,20.0,22.2,16.4
2018-11-20,17.7,21.0,15.1
2018-11-21,17.6,20.5,15.7
2018-11-22,19.0,23.6,14.6
2018-11-23,19.9,24.6,16.5
2018-11-24,19.1,21.2,17.2
2018-11-25,19.6,23.5,17.0
2018-11-26,20.5,26.1,16.1
2018-11-27,20.1,25.2,15.5
2018-11-28,21.1,26.1,17.0
2018-11-29,21.2,25.9,15.8
2018-11-30,21.9,27.1,16.5
2018-12-01,19.7,22.6,18.2
2018-12-02,21.3,26.5,18.6
2018-12-03,20.5,24.5,17.0
2018-12-04,21.6,27.2,16.5
2018-12-05,21.9,28.7,15.9
2018-12-06,22.5,28.0,17.6
2018-12-07,21.4,27.0,17.5
2018-12-08,18.3,22.4,13.8
2018-12-09,18.4,24.5,12.1
2018-12-10,19.3,24.6,13.9
2018-12-11,20.9,26.6,15.0
2018-12-12,22.0,26.8,16.8
2018-12-13,21.6,28.3,17.0
2018-12-14,21.9,27.9,17.4
2018-12-15,23.4,28.9,18.2
2018-12-16,24.0,29.1,19.6
2018-12-17,24.0,28.5,19.5
2018-12-18,24.5,29.6,19.4
2018-12-19,23.3,28.9,19.8
2018-12-20,23.3,29.2,19.8
2018-12-21,23.8,29.7,18.8
2018-12-22,23.0,30.6,18.1
2018-12-23,22.8,29.6,17.4
2018-12-24,22.6,27.1,19.0
2018-12-25,20.8,25.6,17.8
2018-12-26,20.1,22.7,17.5
2018-12-27,19.6,21.5,17.6
2018-12-28,21.1,25.8,17.4
2018-12-29,21.4,26.9,17.6
2018-12-30,22.1,27.0,17.8
2018-12-31,22.2,27.0,18.0
2019-01-01,21.7,25.6,18.5
2019-01-02,23.0,28.1,18.0
2019-01-03,23.3,28.1,18.9
2019-01-04,22.4,26.7,18.6
2019-01-05,21.4,25.1,19.0
2019-01-06,23.3,28.1,18.2
2019-01-07,23.4,28.5,17.8
2019-01-08,22.8,30.0,17.8
2019-01-09,22.9,28.8,17.4
2019-01-10,22.0,27.0,17.1
2019-01-11,23.0,27.6,17.7
2019-01-12,23.3,28.5,19.0
2019-01-13,23.5,28.5,18.9
2019-01-14,23.9,29.2,19.0
2019-01-15,24.2,30.0,19.1
2019-01-16,25.0,31.6,19.5
2019-01-17,24.3,30.0,18.8
2019-01-18,24.4,29.6,19.8
2019-01-19,24.7,29.9,19.4
2019-01-20,24.1,28.8,20.4
2019-01-21,24.0,30.5,20.7
2019-01-22,24.0,29.5,19.1
2019-01-23,23.5,27.2,20.0
2019-01-24,24.5,30.7,18.1
2019-01-25,23.0,29.8,18.5
2019-01-26,20.4,23.3,18.0
2019-01-27,22.6,29.0,17.7
2019-01-28,23.6,29.2,18.5
2019-01-29,24.3,29.5,19.0
2019-01-30,24.4,29.7,18.5
2019-01-31,24.5,31.2,18.3
2019-02-01,25.0,30.4,19.5
2019-02-02,25.4,31.3,19.4
2019-02-03,25.3,31.3,20.1
2019-02-04,22.3,26.4,19.6
2019-02-05,22.3,28.2,17.1
2019-02-06,20.4,24.6,17.8
2019-02-07,20.8,25.4,17.4
2019-02-08,22.3,27.9,17.5
2019-02-09,23.3,28.2,18.4
2019-02-10,23.4,28.6,18.9
2019-02-11,23.0,26.9,18.8
2019-02-12,23.3,27.8,19.3
2019-02-13,21.1,24.6,18.0
2019-02-14,20.6,25.0,15.9
2019-02-15,21.0,24.6,17.5
2019-02-16,20.4,21.7,19.0
2019-02-17,20.3,23.5,18.5
2019-02-18,20.8,25.5,18.5
2019-02-19,22.0,26.3,19.2
2019-02-20,22.8,28.4,19.0
2019-02-21,21.1,24.6,19.1
2019-02-22,23.4,28.7,18.3
2019-02-23,23.9,29.5,18.7
2019-02-24,24.7,29.8,17.8
2019-02-25,23.7,28.5,19.4
2019-02-26,22.0,27.9,18.9
2019-02-27,22.7,28.5,19.2
2019-02-28,21.0,23.3,19.0
2019-03-01,20.9,23.2,18.8
2019-03-02,20.2,23.4,18.8
2019-03-03,20.1,23.5,17.6
2019-03-04,20.4,23.8,17.6
2019-03-05,21.7,26.9,18.6
2019-03-06,21.5,26.8,17.9
2019-03-07,22.2,28.2,18.5
2019-03-08,23.3,28.5,18.5
2019-03-09,24.0,29.2,18.9
2019-03-10,23.4,29.1,20.0
2019-03-11,21.8,25.8,19.5
2019-03-12,21.7,26.9,18.5
2019-03-13,21.9,26.6,18.3
2019-03-14,22.4,28.0,18.4
2019-03-15,22.4,27.5,18.9
2019-03-16,22.7,27.4,18.9
2019-03-17,21.9,26.0,19.5
2019-03-18,22.8,28.1,19.1
2019-03-19,23.2,28.5,19.1
2019-03-20,22.6,28.0,18.1
2019-03-21,20.8,25.0,18.5
2019-03-22,18.8,21.1,16.7
2019-03-23,20.1,25.2,15.6
2019-03-24,21.2,26.6,16.1
2019-03-25,21.5,26.6,17.6
2019-03-26,22.3,28.1,17.4
2019-03-27,21.7,27.2,16.5
2019-03-28,21.4,26.1,17.0
2019-03-29,20.3,25.0,16.5
2019-03-30,20.0,24.5,15.6
2019-03-31,20.4,25.0,16.2
2019-04-01,20.7,25.7,16.1
2019-04-02,21.0,26.2,16.5
2019-04-03,21.6,27.3,16.9
2019-04-04,22.2,28.1,16.6
2019-04-05,23.1,28.2,19.0
2019-04-06,22.5,27.6,19.0
2019-04-07,22.0,26.8,19.0
2019-04-08,20.2,23.3,18.4
2019-04-09,20.3,25.1,17.3
2019-04-10,20.3,25.1,15.4
2019-04-11,20.2,25.7,15.9
2019-04-12,21.1,26.4,16.9
2019-04-13,22.0,26.1,18.4
2019-04-14,20.6,22.5,19.4
2019-04-15,20.7,24.8,18.4
2019-04-16,20.7,24.7,17.9
2019-04-17,21.0,25.5,17.5
2019-04-18,20.0,25.5,16.2
2019-04-19,18.9,25.0,11.9
2019-04-20,19.0,26.0,13.1
2019-04-21,19.4,26.8,13.6
2019-04-22,20.2,25.6,15.1
2019-04-23,21.2,26.4,16.5
2019-04-24,21.4,26.0,17.6
2019-04-25,21.2,25.8,17.6
2019-04-26,20.9,26.0,17.0
2019-04-27,21.3,26.2,16.7
2019-04-28,21.4,26.7,16.4
2019-04-29,20.2,25.6,16.0
2019-04-30,19.5,25.0,15.3
2019-05-01,19.8,26.0,14.5
2019-05-02,19.7,23.2,16.1
2019-05-03,20.7,25.9,16.4
2019-05-04,21.3,26.1,16.4
2019-05-05,21.2,25.6,17.7
2019-05-06,20.7,26.2,16.5
2019-05-07,21.0,26.7,15.6
2019-05-08,20.3,24.8,17.1
2019-05-09,19.4,24.1,15.5
2019-05-10,19.3,24.5,15.4
2019-05-11,20.4,25.5,15.4
2019-05-12,20.7,26.8,15.1
2019-05-13,22.0,26.8,18.0
2019-05-14,21.6,26.3,17.8
2019-05-15,19.7,24.6,16.3
2019-05-16,18.8,23.0,15.4
2019-05-17,17.4,20.2,16.1
2019-05-18,17.0,21.5,14.4
2019-05-19,17.6,22.4,14.6
2019-05-20,18.0,23.4,12.4
2019-05-21,17.4,24.5,10.9
2019-05-22,17.3,23.9,11.1
2019-05-23,18.7,24.8,10.9
2019-05-24,18.9,25.2,12.6
2019-05-25,16.4,21.0,10.4
2019-05-26,14.6,22.4,8.1
2019-05-27,16.5,24.1,10.7
2019-05-28,17.8,25.1,11.3
2019-05-29,19.5,25.9,14.4
2019-05-30,20.1,26.1,16.3
2019-05-31,19.6,25.9,14.6
2019-06-01,20.2,26.1,15.7
2019-06-02,19.6,25.6,13.4
2019-06-03,19.2,24.5,15.6
2019-06-04,15.7,20.5,11.1
2019-06-05,13.0,18.3,7.2
2019-06-06,15.1,20.0,10.8
2019-06-07,14.3,20.5,10.1
2019-06-08,14.0,20.6,8.8
2019-06-09,15.1,21.2,10.1
2019-06-10,15.7,21.6,10.9
2019-06-11,17.3,23.0,12.0
2019-06-12,18.6,24.3,14.2
2019-06-13,18.8,24.0,14.6
2019-06-14,18.5,23.8,13.1
2019-06-15,18.8,23.3,13.6
2019-06-16,18.6,22.7,15.2
2019-06-17,17.3,21.5,12.8
2019-06-18,17.2,22.9,11.9
2019-06-19,17.6,23.4,13.2
2019-06-20,16.8,23.5,10.1
2019-06-21,17.0,21.6,13.1
2019-06-22,17.1,21.1,13.6
2019-06-23,17.4,22.3,12.6
2019-06-24,16.4,22.6,9.9
2019-06-25,17.6,24.2,10.6
2019-06-26,19.1,25.4,12.8
2019-06-27,19.4,24.5,15.4
2019-06-28,18.6,24.4,14.3
2019-06-29,17.6,23.8,12.6
2019-06-30,17.5,23.4,11.8
2019-07-01,17.5,23.9,10.4
2019-07-02,17.2,24.0,10.2
2019-07-03,17.7,24.6,12.9
2019-07-04,18.2,24.2,12.8
2019-07-05,17.2,19.9,14.7
2019-07-06,12.2,16.9,7.6
2019-07-07,9.9,17.0,3.5
2019-07-08,11.5,18.4,6.7
2019-07-09,12.6,19.2,7.3
2019-07-10,13.8,19.6,7.9
2019-07-11,13.4,20.3,7.0
2019-07-12,14.0,21.9,7.3
2019-07-13,15.7,24.0,7.4
2019-07-14,17.4,24.5,9.9
2019-07-15,17.6,24.9,10.8
2019-07-16,16.8,22.9,12.2
2019-07-17,13.7,19.8,8.6
2019-07-18,13.0,18.6,9.3
2019-07-19,14.3,20.5,9.6
2019-07-20,14.2,20.2,9.6
2019-07-21,15.4,22.2,9.8
2019-07-22,16.3,22.4,11.4
2019-07-23,16.4,23.2,11.5
2019-07-24,16.3,23.4,10.3
2019-07-25,17.3,24.1,11.6
2019-07-26,17.5,22.8,13.1
2019-07-27,16.3,23.1,10.1
2019-07-28,16.3,23.6,9.2
2019-07-29,16.9,22.5,12.1
2019-07-30,17.4,23.0,12.8
2019-07-31,16.8,24.5,10.4
2019-08-01,18.2,25.6,11.6
2019-08-02,19.6,27.2,12.4
2019-08-03,18.3,23.5,14.8
2019-08-04,13.8,16.7,11.4
2019-08-05,14.1,19.0,10.2
2019-08-06,15.8,20.8,12.2
2019-08-07,16.6,22.6,11.8
2019-08-08,18.0,24.5,12.6
2019-08-09,18.7,25.6,12.3
2019-08-10,19.9,26.1,12.3
2019-08-11,19.9,27.0,12.8
2019-08-12,19.7,26.9,13.8
2019-08-13,19.3,27.5,11.6
2019-08-14,16.9,21.5,12.0
2019-08-15,14.9,20.9,10.6
2019-08-16,14.6,22.0,8.8
2019-08-17,15.7,23.1,9.1
2019-08-18,18.6,26.2,10.2
2019-08-19,20.6,27.9,12.4
2019-08-20,18.8,24.8,15.1
2019-08-21,17.9,24.5,12.4
2019-08-22,17.4,22.5,13.7
2019-08-23,16.7,21.7,12.9
2019-08-24,15.9,22.8,10.6
2019-08-25,16.4,23.3,11.0
2019-08-26,17.1,23.2,12.2
2019-08-27,17.9,25.1,12.0
2019-08-28,17.1,22.0,12.8
2019-08-29,17.0,23.2,12.4
2019-08-30,18.4,26.1,11.1
2019-08-31,20.6,29.0,12.8
2019-09-01,21.8,29.4,15.2
2019-09-02,21.2,28.0,16.8
2019-09-03,22.5,30.2,15.6
2019-09-04,23.1,29.7,17.3
2019-09-05,20.2,26.6,15.2
2019-09-06,18.4,26.1,13.6
2019-09-07,19.9,27.2,13.8
2019-09-08,20.9,28.4,14.6
2019-09-09,21.0,28.5,14.1
2019-09-10,21.1,29.9,13.2
2019-09-11,22.8,31.2,15.1
2019-09-12,23.9,32.1,14.7
2019-09-13,24.5,32.5,16.6
2019-09-14,22.5,29.4,17.1
2019-09-15,22.2,29.5,15.7
2019-09-16,22.8,30.2,15.8
2019-09-17,23.2,30.5,15.1
2019-09-18,24.5,32.5,16.6
2019-09-19,25.7,33.5,18.4
2019-09-20,25.6,33.3,18.1
2019-09-21,25.0,31.8,19.0
2019-09-22,22.4,28.9,18.0
2019-09-23,18.1,23.8,14.5
2019-09-24,19.1,27.0,11.9
2019-09-25,16.2,17.9,14.6
2019-09-26,16.2,17.6,15.2
2019-09-27,18.4,24.5,13.1
2019-09-28,18.5,24.1,13.3
2019-09-29,19.1,24.5,15.5
2019-09-30,19.8,26.0,15.4
2019-10-01,20.7,27.5,15.8
2019-10-02,20.9,28.9,14.2
2019-10-03,21.7,28.8,15.2
2019-10-04,21.4,27.8,15.4
2019-10-05,22.1,29.1,15.6
2019-10-06,22.8,29.0,16.4
2019-10-07,22.8,29.4,17.6
2019-10-08,21.9,28.1,18.4
2019-10-09,20.0,25.0,17.2
2019-10-10,19.4,22.9,16.1
2019-10-11,20.5,26.0,16.6
2019-10-12,22.3,29.2,15.9
2019-10-13,23.2,31.0,16.8
2019-10-14,22.7,30.1,14.9
2019-10-15,23.5,29.9,18.4
2019-10-16,22.7,28.5,17.0
2019-10-17,22.9,27.9,17.9
2019-10-18,23.6,30.8,16.5
2019-10-19,23.2,28.8,18.2
2019-10-20,21.9,28.1,16.9
2019-10-21,19.7,25.0,15.4
2019-10-22,21.8,26.9,18.3
2019-10-23,21.7,27.4,16.5
2019-10-24,22.2,27.6,17.1
2019-10-25,23.3,29.6,17.9
2019-10-26,22.4,29.0,18.2
2019-10-27,23.2,30.4,17.5
2019-10-28,22.6,27.9,18.0
2019-10-29,21.7,28.2,16.6
2019-10-30,22.0,28.6,17.7
2019-10-31,21.7,27.2,17.6
2019-11-01,21.6,26.6,18.7
2019-11-02,21.5,25.7,17.1
2019-11-03,22.8,30.1,16.5
2019-11-04,24.6,31.2,17.5
2019-11-05,24.3,28.1,19.5
2019-11-06,23.2,30.3,19.0
2019-11-07,21.6,28.2,17.8
2019-11-08,21.3,25.0,19.1
2019-11-09,22.4,27.4,18.6
2019-11-10,23.2,28.3,18.7
2019-11-11,22.7,30.5,17.5
2019-11-12,20.5,24.6,17.2
2019-11-13,21.4,26.4,17.6
2019-11-14,20.9,25.0,18.0
2019-11-15,20.2,21.8,19.0
2019-11-16,20.7,25.4,17.9
2019-11-17,20.4,26.0,14.8
2019-11-18,20.4,24.8,17.6
2019-11-19,21.1,25.1,18.3
2019-11-20,20.7,26.2,18.0
2019-11-21,21.0,26.0,17.2
2019-11-22,21.2,27.0,17.2
2019-11-23,22.0,27.3,18.0
2019-11-24,20.3,24.5,16.1
2019-11-25,19.3,25.3,13.7
2019-11-26,20.5,26.8,14.5
2019-11-27,21.8,27.0,16.0
2019-11-28,21.2,24.2,19.1
2019-11-29,21.1,24.5,17.4
2019-11-30,21.5,24.6,18.6
2019-12-01,22.2,27.4,19.5
2019-12-02,22.1,26.6,18.3
2019-12-03,20.5,25.9,15.9
2019-12-04,21.7,26.6,17.2
2019-12-05,21.5,25.2,18.6
2019-12-06,21.5,24.9,19.6
2019-12-07,21.9,26.8,18.3
2019-12-08,21.4,27.4,16.0
2019-12-09,20.5,23.6,16.1
2019-12-10,20.6,24.1,18.9
2019-12-11,20.6,25.0,18.5
2019-12-12,21.0,25.0,18.5
2019-12-13,22.0,27.4,17.0
2019-12-14,22.2,26.6,19.0
2019-12-15,22.8,28.0,18.9
2019-12-16,22.5,28.5,17.2
2019-12-17,22.7,28.5,16.1
2019-12-18,23.5,29.4,16.4
2019-12-19,21.8,26.1,19.2
2019-12-20,21.2,24.9,17.9
2019-12-21,21.4,24.5,18.8
2019-12-22,22.9,27.4,18.5
2019-12-23,20.9,23.8,19.1
2019-12-24,20.7,24.8,17.9
2019-12-25,22.0,27.1,17.0
2019-12-26,23.1,28.4,17.8
2019-12-27,23.1,27.6,18.9
2019-12-28,22.8,26.8,18.4
2019-12-29,22.7,27.1,18.2
2019-12-30,22.2,27.2,17.4
2019-12-31,22.6,27.6,17.5
2020-01-01,23.7,28.8,18.9
2020-01-02,21.7,24.9,19.0
2020-01-03,21.3,24.8,18.9
2020-01-04,21.6,26.0,18.5
2020-01-05,21.6,26.2,18.6
2020-01-06,22.7,27.4,18.9
2020-01-07,23.6,29.7,18.0
2020-01-08,23.0,27.0,20.0
2020-01-09,23.6,29.0,19.8
2020-01-10,24.1,29.6,20.1
2020-01-11,24.3,29.5,20.4
2020-01-12,23.9,27.3,21.5
2020-01-13,23.3,29.1,20.3
2020-01-14,22.5,28.2,17.9
2020-01-15,23.3,28.9,19.0
2020-01-16,24.2,30.1,19.6
2020-01-17,22.1,26.0,18.4
2020-01-18,21.1,24.8,17.3
2020-01-19,22.0,26.8,18.0
2020-01-20,21.4,25.2,19.0
2020-01-21,21.2,26.8,15.9
2020-01-22,21.8,26.3,17.2
2020-01-23,19.4,20.4,18.6
2020-01-24,20.0,23.5,17.8
2020-01-25,21.4,26.8,16.3
2020-01-26,21.8,27.0,16.5
2020-01-27,22.8,28.2,18.1
2020-01-28,22.8,28.6,18.9
2020-01-29,22.0,26.0,19.5
2020-01-30,23.8,28.0,19.9
2020-01-31,23.9,28.9,19.1
2020-02-01,24.4,29.7,19.2
2020-02-02,23.2,29.1,19.2
2020-02-03,22.8,28.2,19.4
2020-02-04,22.4,27.6,19.8
2020-02-05,21.6,25.5,19.5
2020-02-06,20.6,24.0,18.3
2020-02-07,20.3,24.0,17.5
2020-02-08,21.7,26.5,18.0
2020-02-09,21.2,25.3,17.5
2020-02-10,21.3,26.0,18.3
2020-02-11,20.7,24.0,18.5
2020-02-12,19.5,22.2,17.8
2020-02-13,20.8,25.1,18.6
2020-02-14,21.9,27.2,18.3
2020-02-15,22.5,27.8,18.3
2020-02-16,22.7,27.0,18.4
2020-02-17,22.5,27.8,19.0
2020-02-18,22.8,26.8,19.6
2020-02-19,23.0,28.0,18.1
2020-02-20,23.0,27.9,18.6
2020-02-21,21.8,25.9,19.3
2020-02-22,21.8,25.6,18.6
2020-02-23,20.1,23.0,17.9
2020-02-24,19.9,24.1,16.9
2020-02-25,21.7,26.5,18.5
2020-02-26,22.0,26.4,19.2
2020-02-27,21.6,25.7,19.0
2020-02-28,19.9,24.5,15.9
2020-02-29,20.7,25.0,18.2
2020-03-01,20.4,25.4,18.0
2020-03-02,19.0,23.2,16.8
2020-03-03,19.2,24.3,15.0
2020-03-04,21.2,26.4,17.4
2020-03-05,21.0,27.2,16.0
2020-03-06,19.7,24.9,14.9
2020-03-07,20.0,24.9,15.1
2020-03-08,20.0,24.9,16.6
2020-03-09,20.8,25.8,16.4
2020-03-10,21.7,26.5,17.3
2020-03-11,21.9,26.6,18.0
2020-03-12,22.0,28.1,16.5
2020-03-13,22.3,27.8,17.6
2020-03-14,22.3,27.1,19.1
2020-03-15,21.9,27.9,18.9
2020-03-16,22.3,27.3,18.5
2020-03-17,21.7,26.5,18.1
2020-03-18,22.5,27.8,17.8
2020-03-19,22.3,27.8,17.5
2020-03-20,21.7,25.9,19.3
2020-03-21,20.6,24.5,17.4
2020-03-22,19.8,24.5,15.9
2020-03-23,19.7,24.9,15.4
2020-03-24,18.5,24.1,13.2
2020-03-25,18.4,23.7,13.3
2020-03-26,18.9,24.4,14.4
2020-03-27,19.8,25.2,14.9
2020-03-28,20.0,23.1,17.6
2020-03-29,20.8,25.5,17.2
2020-03-30,21.3,26.2,18.4
2020-03-31,22.1,27.9,18.6
2020-04-01,22.0,26.5,18.2
2020-04-02,21.8,26.6,18.4
2020-04-03,22.0,26.5,18.6
2020-04-04,21.3,27.0,16.2
2020-04-05,20.8,27.4,14.9
2020-04-06,21.6,26.8,17.3
2020-04-07,23.2,28.8,17.8
2020-04-08,20.8,24.5,17.6
2020-04-09,19.7,24.1,16.3
2020-04-10,19.6,24.6,15.6
2020-04-11,20.5,25.2,17.0
2020-04-12,19.6,25.0,15.3
2020-04-13,19.9,25.2,16.2
2020-04-14,19.2,25.4,15.1
2020-04-15,19.9,24.3,16.8
2020-04-16,20.3,24.5,17.3
2020-04-17,20.5,25.2,17.1
2020-04-18,19.4,24.8,14.8
2020-04-19,18.6,23.2,14.6
2020-04-20,18.6,23.7,14.9
2020-04-21,18.8,24.1,14.1
2020-04-22,19.2,24.9,14.4
2020-04-23,19.6,24.9,15.2
2020-04-24,19.5,24.8,14.9
2020-04-25,18.9,25.0,14.9
2020-04-26,18.8,25.0,13.7
2020-04-27,18.4,23.8,14.0
2020-04-28,17.8,23.1,13.6
2020-04-29,17.4,23.5,11.0
2020-04-30,17.5,24.1,11.1
2020-05-01,18.6,25.3,10.9
2020-05-02,18.7,25.5,12.2
2020-05-03,18.2,23.7,14.0
2020-05-04,17.0,24.6,11.3
2020-05-05,18.6,25.2,12.5
2020-05-06,20.7,26.1,15.6
2020-05-07,18.1,20.6,15.1
2020-05-08,16.2,21.6,11.6
2020-05-09,15.4,21.0,11.1
2020-05-10,15.1,21.5,9.8
2020-05-11,15.3,22.0,9.2
2020-05-12,15.7,23.5,8.9
2020-05-13,18.1,24.3,10.9
2020-05-14,19.2,23.5,15.7
2020-05-15,18.2,21.3,16.3
2020-05-16,18.0,22.4,15.8
2020-05-17,17.9,23.0,13.1
2020-05-18,17.2,23.6,11.6
2020-05-19,17.8,24.0,13.1
2020-05-20,17.9,22.5,14.1
2020-05-21,17.4,22.4,13.4
2020-05-22,18.1,24.4,13.1
2020-05-23,18.6,23.5,13.2
2020-05-24,15.6,18.2,12.9
2020-05-25,13.2,19.0,8.9
2020-05-26,12.6,18.5,7.8
2020-05-27,12.5,20.4,6.6
2020-05-28,13.5,20.6,8.7
2020-05-29,14.2,22.0,8.4
2020-05-30,14.1,20.6,7.3
2020-05-31,14.3,20.6,6.9
2020-06-01,14.9,21.6,9.8
2020-06-02,15.5,22.5,8.5
2020-06-03,17.7,24.3,11.4
2020-06-04,18.8,23.8,15.4
2020-06-05,18.8,23.8,14.4
2020-06-06,18.2,24.2,12.6
2020-06-07,17.6,23.1,12.6
2020-06-08,18.4,24.0,13.2
2020-06-09,19.5,25.2,13.9
2020-06-10,19.8,24.8,15.1
2020-06-11,19.9,26.2,15.0
2020-06-12,19.0,25.8,12.9
2020-06-13,19.4,25.5,14.1
2020-06-14,18.6,24.5,13.7
2020-06-15,18.0,22.1,14.7
2020-06-16,18.5,22.8,15.2
2020-06-17,16.4,20.6,12.6
2020-06-18,16.1,22.1,11.1
2020-06-19,16.3,23.2,9.5
2020-06-20,17.9,24.4,12.1
2020-06-21,18.7,25.0,12.6
2020-06-22,17.5,24.4,11.4
2020-06-23,16.1,23.2,11.2
2020-06-24,16.0,22.9,9.2
2020-06-25,16.7,24.2,10.1
2020-06-26,19.0,24.6,12.8
2020-06-27,17.7,24.6,12.2
2020-06-28,16.7,22.5,13.1
2020-06-29,16.4,21.1,12.6
2020-06-30,17.4,22.6,13.2
2020-07-01,17.6,23.2,12.7
2020-07-02,15.6,22.0,9.5
2020-07-03,15.9,22.6,9.6
2020-07-04,17.6,24.1,12.1
2020-07-05,18.1,23.8,13.9
2020-07-06,18.0,24.6,11.2
2020-07-07,17.9,24.8,13.1
2020-07-08,17.6,24.4,11.8
2020-07-09,17.9,24.8,12.1
2020-07-10,17.9,23.4,13.6
2020-07-11,18.2,22.9,13.5
2020-07-12,17.7,24.5,12.1
2020-07-13,19.4,25.5,12.1
2020-07-14,19.3,25.1,12.8
2020-07-15,18.4,24.0,14.1
2020-07-16,17.5,22.4,13.9
2020-07-17,16.9,23.1,10.6
2020-07-18,17.3,23.2,13.1
2020-07-19,15.7,22.1,11.4
2020-07-20,17.0,23.4,10.9
2020-07-21,18.1,24.0,13.2
2020-07-22,17.7,24.6,11.6
2020-07-23,17.5,23.9,12.3
2020-07-24,17.4,23.7,11.1
2020-07-25,18.0,24.0,12.9
2020-07-26,18.0,25.0,12.3
2020-07-27,19.0,24.1,13.7
2020-07-28,18.6,25.4,12.1
2020-07-29,20.4,25.8,16.4
2020-07-30,17.9,22.6,14.9
2020-07-31,17.3,23.0,13.0
2020-08-01,16.9,22.9,12.4
2020-08-02,16.5,22.4,12.0
2020-08-03,15.1,22.1,9.6
2020-08-04,15.5,22.9,8.7
2020-08-05,15.2,22.7,9.2
2020-08-06,15.7,23.1,9.4
2020-08-07,16.1,23.0,9.9
2020-08-08,17.4,23.2,10.9
2020-08-09,17.8,22.5,13.9
2020-08-10,17.8,23.1,12.5
2020-08-11,17.7,24.5,10.4
2020-08-12,19.0,26.4,12.9
2020-08-13,20.3,27.7,13.1
2020-08-14,20.6,27.6,13.2
2020-08-15,20.6,27.5,13.9
2020-08-16,21.2,28.4,13.8
2020-08-17,20.0,24.9,15.8
2020-08-18,21.7,28.0,16.4
2020-08-19,22.1,29.8,15.2
2020-08-20,21.2,28.8,15.8
2020-08-21,14.9,16.4,13.3
2020-08-22,13.3,16.0,10.5
2020-08-23,13.9,20.2,8.7
2020-08-24,13.9,20.9,8.1
2020-08-25,13.9,21.5,7.3
2020-08-26,15.5,24.1,7.3
2020-08-27,18.0,26.0,11.1
2020-08-28,19.1,27.0,12.9
2020-08-29,19.6,27.5,12.5
2020-08-30,20.2,28.0,12.6
2020-08-31,21.7,29.0,14.5
2020-09-01,21.0,27.7,16.1
2020-09-02,20.2,26.6,15.2
2020-09-03,19.7,27.4,13.4
2020-09-04,20.6,28.7,12.2
2020-09-05,21.5,29.5,13.6
2020-09-06,20.7,28.5,12.2
2020-09-07,21.3,29.7,12.8
2020-09-08,22.0,30.0,13.8
2020-09-09,23.3,31.0,15.9
2020-09-10,23.0,30.9,15.8
2020-09-11,23.9,31.4,16.5
2020-09-12,24.1,31.5,16.6
2020-09-13,22.5,29.9,15.5
2020-09-14,22.4,29.3,13.9
2020-09-15,21.8,28.1,16.1
2020-09-16,21.6,28.8,15.4
2020-09-17,22.9,30.5,15.1
2020-09-18,24.4,33.0,15.9
2020-09-19,25.6,32.8,18.1
2020-09-20,23.0,27.0,18.5
2020-09-21,19.9,24.6,17.2
2020-09-22,16.6,19.9,14.2
2020-09-23,17.6,22.9,14.0
2020-09-24,18.9,24.9,14.2
2020-09-25,20.7,27.9,15.0
2020-09-26,22.3,30.3,14.8
2020-09-27,24.0,32.5,15.1
2020-09-28,25.2,34.2,16.1
2020-09-29,25.7,33.0,18.6
